AllowIPNPayment,AllowOnlinePayment,AllowOnlineCreditCardPayment,AllowOnlineACHPayment,domain,sparse,Id,SyncToken,CustomField,DocNumber,TxnDate,LinkedTxn,Line,DueDate,TotalAmt,ApplyTaxAfterDiscount,PrintStatus,EmailStatus,Balance,MetaData_CreateTime,MetaData_LastUpdatedTime,CurrencyRef_value,CurrencyRef_name,TxnTaxDetail_TxnTaxCodeRef_value,TxnTaxDetail_TotalTax,TxnTaxDetail_TaxLine,CustomerRef_value,CustomerRef_name,CustomerMemo_value,BillAddr_Id,BillAddr_Line1,BillAddr_Line2,BillAddr_Line3,BillAddr_Line4,BillAddr_Lat,BillAddr_Long,ShipAddr_Id,ShipAddr_Line1,ShipAddr_City,ShipAddr_CountrySubDivisionCode,ShipAddr_PostalCode,ShipAddr_Lat,ShipAddr_Long,SalesTermRef_value,SalesTermRef_name,BillEmail_Address,PrivateNote,DeliveryInfo_DeliveryType
False,False,False,False,QBO,False,193,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5886,2021-12-17,"[{'TxnId': '32', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 750.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 10, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 750.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2022-01-16,138,False,NotSet,NotSet,15,2021-12-17 10:40:56,2021-12-20 13:50:56,USD,United States Dollar,,,,4,Diego Rodriguez,Thank you for your business and have a great day!,5.0,321 Channing,Palo Alto,CA,94303,37.443231,-122.1561846,,,,,,,,3,Net 30,Diego@Rodriguez.com,pay author song write,
False,False,False,False,QBO,False,194,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6715,2023-08-28,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2023-09-27,143,False,NeedToPrint,NotSet,36,2023-08-28 06:45:25,2023-08-31 09:55:25,USD,United States Dollar,2.0,11.44,"[{'Amount': 11.44, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 131.56}}]",28,Wedding Planning by Whitney,Thank you for your business and have a great day!,29.0,135 Broadway,Menlo Park,CA,94304,37.4846734,-122.1989488,29.0,135 Broadway,Menlo Park,CA,94304.0,37.4846734,-122.1989488,3,Net 30,Dream_Wedding@intuit.com,free three think spring economic,
False,False,False,False,QBO,False,195,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4862,2023-10-22,"[{'TxnId': '26', 'TxnType': 'ReimburseCharge'}, {'TxnId': '40', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Lumber', 'Amount': 103.55, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-03', 'ItemRef': {'value': '1', 'name': 'Services'}, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 103.55, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2023-11-21,997,False,NeedToPrint,NeedToSend,710,2023-10-22 12:13:59,2023-10-25 15:23:59,AUD,Australian Dollar,2.0,79.76,"[{'Amount': 79.76, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 917.24}}]",46,Justine Outland,Thank you for your business and have a great day!,,,,,,,,,,,,,,,3,Net 30,,per dream summer,Email
False,False,False,False,QBO,False,196,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3707,2021-12-29,"[{'TxnId': '100', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Fountain Pump', 'Amount': 12.75, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 12.75, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Concrete for fountain installation', 'Amount': 47.5, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Concrete'}, 'UnitPrice': 9.5, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 335.25, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2022-01-28,594,False,NotSet,NeedToSend,353,2021-12-29 23:53:27,2022-01-02 03:03:27,AUD,Australian Dollar,,,,33,Cathy Quon,Thank you for your business and have a great day!,5.0,12 Bagot Pl,Melbourne,VIC,3001,INVALID,INVALID,,,,,,,,3,Net 30,,political once throw smile every,Email
False,False,False,False,QBO,False,197,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8129,2021-07-12,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Heads', 'Amount': 30.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '16', 'name': 'Sprinkler Heads'}, 'UnitPrice': 2, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 305.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}, {'Amount': 30.5, 'DetailType': 'DiscountLineDetail', 'DiscountLineDetail': {'PercentBased': True, 'DiscountPercent': 10, 'DiscountAccountRef': {'value': '86', 'name': 'Discounts given'}}}]",2021-08-11,878,False,NotSet,NotSet,825,2021-07-12 21:48:48,2021-07-16 00:58:48,AUD,Australian Dollar,2.0,70.24,"[{'Amount': 70.24, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 807.76}}]",46,Justine Outland,Thank you for your business and have a great day!,,,,,,,,,,,,,,,3,Net 30,,approach so better,
False,False,False,False,QBO,False,198,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3305,2020-12-25,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sod', 'Amount': 300.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 15, 'Qty': 20, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Rocks', 'Amount': 84.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 7, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 384.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2021-01-24,4,False,NotSet,NotSet,2,2020-12-25 02:38:05,2020-12-28 05:48:05,USD,United States Dollar,,,,17,Mark Cho,Thank you for your business and have a great day!,17.0,36 Willow Rd,Menlo Park,CA,94304,37.450412,-122.170593,17.0,36 Willow Rd,Menlo Park,CA,94304.0,37.450412,-122.170593,3,Net 30,Mark@Cho.com,,
False,False,False,False,QBO,False,199,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1985,2021-11-12,"[{'TxnId': '46', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Pest Control Services', 'Amount': 70.0, 'LinkedTxn': [{'TxnId': '46', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 70.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2021-12-12,723,False,NotSet,NotSet,331,2021-11-12 13:12:17,2021-11-15 16:22:17,USD,United States Dollar,2.0,57.84,"[{'Amount': 57.84, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 665.16}}]",6,Dylan Sollfrank,Thank you for your business and have a great day!,,,,,,,,,,,,,,,3,Net 30,,thought sport perhaps senior,
False,False,False,False,QBO,False,200,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8752,2023-01-10,"[{'TxnId': '48', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 300.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Installation of landscape design', 'Amount': 250.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '7', 'name': 'Installation'}, 'UnitPrice': 50, 'Qty': 5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Garden Rocks', 'Amount': 180.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 22.5, 'Qty': 8, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 1005.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}, {'Amount': 50.25, 'DetailType': 'DiscountLineDetail', 'DiscountLineDetail': {'PercentBased': True, 'DiscountPercent': 5, 'DiscountAccountRef': {'value': '86', 'name': 'Discounts given'}}}]",2023-02-09,822,False,NeedToPrint,NotSet,7,2023-01-10 06:21:55,2023-01-13 09:31:55,AUD,Australian Dollar,2.0,65.76,"[{'Amount': 65.76, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 756.24}}]",43,Jacint Tumacder,Thank you for your business and have a great day!,,,,,,,,,,,,,,,3,Net 30,,pull treatment assume,
False,False,False,False,QBO,False,201,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8756,2021-06-18,"[{'TxnId': '15', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2021-07-18,795,False,NeedToPrint,NeedToSend,340,2021-06-18 04:12:36,2021-06-21 07:22:36,USD,United States Dollar,,,,13,John Melton,Thank you for your business and have a great day!,13.0,85 Pine St.,Menlo Park,CA,94304,37.4451342,-122.1409626,13.0,85 Pine St.,Menlo Park,CA,94304.0,37.4451342,-122.1409626,3,Net 30,John@Melton.com,hour,Email
False,False,False,False,QBO,False,202,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4228,2021-03-23,"[{'TxnId': '15', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2021-04-22,649,False,NeedToPrint,NotSet,568,2021-03-23 22:31:56,2021-03-27 01:41:56,USD,United States Dollar,2.0,51.92,"[{'Amount': 51.92, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 597.08}}]",8,Freeman Sporting Goods:0969 Ocean View Road,Thank you for your business and have a great day!,8.0,370 Easy St.,Middlefield,CA,94482,37.4031672,-122.0642815,8.0,370 Easy St.,Middlefield,CA,94482.0,37.4031672,-122.0642815,3,Net 30,Sporting_goods@intuit.com,brother hot,
False,False,False,False,QBO,False,203,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8662,2023-09-02,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2023-10-02,583,False,NeedToPrint,NotSet,502,2023-09-02 19:09:42,2023-09-05 22:19:42,AUD,Australian Dollar,2.0,46.64,"[{'Amount': 46.64, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 536.36}}]",30,Adwin Ko,Thank you for your business and have a great day!,2.0,25 Stone Drive,Sydney,NSW,2001,-33.737492,151.195909,,,,,,,,3,Net 30,,play fast why social key,
False,False,False,False,QBO,False,204,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2950,2021-02-27,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2021-03-29,285,False,NeedToPrint,NotSet,27,2021-02-27 06:29:32,2021-03-02 09:39:32,AUD,Australian Dollar,,,,38,Ecker Designs,Thank you for your business and have a great day!,9.0,Locked Bag 101,Sydney,NSW,2001,INVALID,INVALID,9.0,Locked Bag 101,Sydney,NSW,2001.0,INVALID,INVALID,3,Net 30,,rise around ago,
False,False,False,False,QBO,False,205,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8997,2021-02-10,"[{'TxnId': '32', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 750.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 10, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 750.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2021-03-12,491,False,NotSet,NeedToSend,460,2021-02-10 02:46:11,2021-02-13 05:56:11,USD,United States Dollar,2.0,39.28,"[{'Amount': 39.28, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 451.72}}]",6,Dylan Sollfrank,Thank you for your business and have a great day!,,,,,,,,,,,,,,,3,Net 30,,why trial material,Email
False,False,False,False,QBO,False,206,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7933,2021-08-06,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2021-09-05,25,False,NeedToPrint,NeedToSend,1,2021-08-06 17:52:23,2021-08-09 21:02:23,AUD,Australian Dollar,,,,32,Benjamin Yeung,Thank you for your business and have a great day!,4.0,9 Temple St,"Melbourne,",VIC,3001,-37.869967,145.093636,,,,,,,,3,Net 30,,head,Email
False,False,False,False,QBO,False,207,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4820,2021-09-23,"[{'TxnId': '48', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 300.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Installation of landscape design', 'Amount': 250.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '7', 'name': 'Installation'}, 'UnitPrice': 50, 'Qty': 5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Garden Rocks', 'Amount': 180.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 22.5, 'Qty': 8, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 1005.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}, {'Amount': 50.25, 'DetailType': 'DiscountLineDetail', 'DiscountLineDetail': {'PercentBased': True, 'DiscountPercent': 5, 'DiscountAccountRef': {'value': '86', 'name': 'Discounts given'}}}]",2021-10-23,456,False,NeedToPrint,NeedToSend,273,2021-09-23 21:45:46,2021-09-27 00:55:46,USD,United States Dollar,,,,29,Weiskopf Consulting,Thank you for your business and have a great day!,30.0,45612 Main St.,Bayshore,CA,94326,45.256574,-66.0943698,30.0,45612 Main St.,Bayshore,CA,94326.0,45.256574,-66.0943698,3,Net 30,Consulting@intuit.com,tend forget adult standard benefit,Email
False,False,False,False,QBO,False,208,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5728,2022-12-10,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2023-01-09,137,False,NotSet,NeedToSend,48,2022-12-10 00:57:40,2022-12-13 04:07:40,USD,United States Dollar,,,,26,Travis Waldron,Thank you for your business and have a great day!,27.0,78 First St.,Monlo Park,CA,94304,37.4585825,-122.1352789,27.0,78 First St.,Monlo Park,CA,94304.0,37.4585825,-122.1352789,3,Net 30,Travis@Waldron.com,per guy,Email
False,False,False,False,QBO,False,209,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4462,2021-05-01,"[{'TxnId': '31', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 100.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 100.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2021-05-31,708,False,NotSet,NotSet,598,2021-05-01 07:38:50,2021-05-04 10:48:50,AUD,Australian Dollar,,,,54,Oxon Insurance Agency:Oxon - Retreat,Thank you for your business and have a great day!,49.0,11 Chain Road,Melbourne,VIC,3001,-38.066621,145.297772,49.0,11 Chain Road,Melbourne,VIC,3001.0,-38.066621,145.297772,3,Net 30,,pressure,
False,False,False,False,QBO,False,210,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5106,2023-07-05,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sod', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 10, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': '2 cubic ft. bag', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '15', 'name': 'Soil'}, 'UnitPrice': 10, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Weekly Gardening Service', 'Amount': 87.5, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3.5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '5', 'LineNum': 5, 'Description': 'Fountain Pump', 'Amount': 15.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 15, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 477.5, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2023-08-04,626,False,NeedToPrint,NotSet,583,2023-07-05 02:57:14,2023-07-08 06:07:14,AUD,Australian Dollar,2.0,50.08,"[{'Amount': 50.08, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 575.92}}]",50,Lew Plumbing,Thank you for your business and have a great day!,11.0,10 Piper St.,Melbourne,VIC,3001,-37.710039,144.96566,11.0,10 Piper St.,Melbourne,VIC,3001.0,-37.710039,144.96566,3,Net 30,,,
False,False,False,False,QBO,False,211,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6279,2023-05-04,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 85.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2023-06-03,989,False,NotSet,NotSet,104,2023-05-04 09:39:03,2023-05-07 12:49:03,USD,United States Dollar,,,,14,Kate Whelan,Thank you for your business and have a great day!,14.0,45 First St.,Menlo Park,CA,94304,37.4585825,-122.1352789,14.0,45 First St.,Menlo Park,CA,94304.0,37.4585825,-122.1352789,3,Net 30,Kate@Whelan.com,no adult total,
False,False,False,False,QBO,False,212,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3511,2023-02-17,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2023-03-19,27,False,NeedToPrint,NeedToSend,4,2023-02-17 22:46:47,2023-02-21 01:56:47,USD,United States Dollar,2.0,2.16,"[{'Amount': 2.16, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 24.84}}]",22,Shara Barnett,Thank you for your business and have a great day!,23.0,77 University,Palo Alto,CA,94303,37.4431445,-122.164443,23.0,77 University,Palo Alto,CA,94303.0,37.4431445,-122.164443,3,Net 30,Shara@Barnett.com,state affect,Email
